Timestamp,Season,Temperature (°C),Humidity (%),Wind Speed (m/s),Sunlight (W/m²),Building Occupancy,Energy Tariff ($/kWh),Energy Consumption (kWh)
55:35.6,Spring,19.19,61.01,19.66,389.47,47,0.06,6.59
55:35.6,Spring,13.39,54.24,7.6,868.07,8,0.09,6.87
55:35.6,Spring,13.71,46.52,10.11,199.77,15,0.13,13.79
55:35.6,Spring,19.94,52.61,6.71,297.17,19,0.06,6.17
55:35.6,Spring,14.5,68.67,16.6,759.01,5,0.06,4.99
55:35.6,Spring,11.46,40.09,7.82,947.06,23,0.07,3.74
55:35.6,Spring,12.36,53.19,4.87,32.07,14,0.13,9.47
55:35.6,Spring,19.96,55.51,15.81,775.21,22,0.09,10.12
55:35.6,Spring,18.81,74.57,14.34,448.15,29,0.1,8.25
55:35.6,Spring,16.03,53.03,5.23,562.03,131,0.1,11.62
55:35.6,Spring,19.29,66.48,12.95,697.99,183,0.24,14.32
55:35.6,Spring,14.63,47.44,10.34,692.09,137,0.27,8.26
55:35.6,Spring,12.94,34.19,17.11,392.99,50,0.16,11.15
55:35.6,Spring,11.35,32.63,18.13,315.51,162,0.13,13.21
55:35.6,Spring,11.11,71.04,0.78,379.6,133,0.1,11.57
55:35.6,Spring,13.88,44.44,5.25,55.05,85,0.14,15.08
55:35.6,Spring,18.19,52.45,16.07,831.31,158,0.28,8.27
55:35.6,Spring,16.89,54.36,10.33,470.99,119,0.11,9.97
55:35.6,Spring,18.99,53.75,10.91,859.14,119,0.2,14.24
55:35.6,Spring,10.78,49.49,0.87,910.94,131,0.3,13.44
55:35.6,Spring,13.11,79.49,4.65,878.34,23,0.15,10.34
55:35.6,Spring,18.81,54.36,18.58,8.39,13,0.16,12.88
55:35.6,Spring,15.6,69.61,6.07,439.29,28,0.07,5.31
55:35.6,Spring,17.55,62.19,9.71,901.87,14,0.12,9.64
55:35.6,Spring,12.26,60.16,14.79,404.17,25,0.08,13.35
55:35.6,Spring,11.06,70.92,3.97,904.98,15,0.13,4
55:35.6,Spring,13.98,34.55,7.93,116.27,17,0.08,9.44
55:35.6,Spring,19.82,66.83,18.92,976.43,7,0.05,10.49
55:35.6,Spring,10.18,46.65,1.13,855.15,8,0.12,9.89
55:35.6,Spring,14.09,46.47,11.53,123.98,8,0.15,13.86
55:35.6,Spring,18.85,38.69,3.8,75.55,17,0.13,9.68
55:35.6,Spring,19.78,68.66,7.9,900.01,9,0.13,11.15
55:35.6,Spring,19.67,30.57,5.69,812.56,14,0.13,9.98
55:35.6,Spring,11.52,42.17,1.72,733.51,168,0.25,8.01
55:35.6,Spring,15.54,33.84,19.82,453.13,196,0.1,10.63
55:35.6,Spring,18.8,47.12,3.76,536.81,150,0.17,11.05
55:35.6,Spring,16.01,76.67,1.25,854.03,133,0.25,14.91
55:35.6,Spring,12.81,56.49,15.21,695.91,158,0.26,13.96
55:35.6,Spring,19.65,61.88,2.49,260.01,122,0.21,14.12
55:35.6,Spring,10.87,54.43,8.53,899.22,99,0.11,9.9
55:35.6,Spring,19.73,44.11,14.38,95.64,176,0.21,10.26
55:35.6,Spring,16.14,79.26,14.05,175.37,176,0.29,9.09
55:35.6,Spring,16.65,79.84,1.95,689.19,76,0.25,14.67
55:35.6,Spring,13.42,45.4,10.38,18.55,156,0.17,14.24
55:35.6,Spring,11.67,70.87,11.09,855.98,27,0.13,7.32
55:35.6,Spring,10.56,39.71,3.05,176.7,11,0.26,7.31
55:35.6,Spring,19.86,67.92,3.02,713.52,6,0.1,7.24
55:35.6,Spring,10.52,38.83,12.01,961.01,7,0.15,11.6
55:35.6,Spring,19.42,50.4,13.41,935.99,27,0.1,9.58
55:35.6,Spring,19.56,30.89,16.27,263.32,17,0.12,10.02
55:35.6,Spring,16.93,32.72,0.54,990.48,5,0.1,6.56
55:35.6,Spring,15.36,77.95,6.75,877.37,14,0.05,3.75
55:35.6,Spring,13.32,68.9,14.72,547.98,27,0.13,11.86
55:35.6,Spring,15.07,45.9,0.86,233.64,29,0.11,12.23
55:35.6,Spring,13.16,79.56,10.95,466.1,16,0.1,9.06
55:35.6,Spring,10.93,45.4,17.54,187.57,27,0.12,12.06
55:35.6,Spring,10.07,73.9,2.36,662.88,30,0.14,13.72
55:35.6,Spring,18.48,49.4,5.34,356.78,118,0.28,12.36
55:35.6,Spring,13.95,78.47,2.24,322.64,114,0.17,12.15
55:35.6,Spring,11.1,39.03,0.22,65.65,166,0.18,8.43
55:35.6,Spring,10.33,32.09,5.16,850,191,0.26,17.17
55:35.6,Spring,12.86,61.37,8.95,388.49,156,0.3,14.78
55:35.6,Spring,15.83,34.22,5.32,120.75,139,0.26,8.38
55:35.6,Spring,12.95,53.76,4.51,273.07,154,0.11,11.35
55:35.6,Spring,18.1,67.21,0.3,449.7,147,0.1,16.78
55:35.6,Spring,19.77,34.43,19.97,318.77,129,0.26,13.85
55:35.6,Spring,11.4,68.37,10.95,547.16,153,0.15,15.03
55:35.6,Spring,16.91,32.15,2.57,869.97,62,0.21,14.08
55:35.6,Spring,14.2,71.03,16.38,160.07,20,0.28,6.61
55:35.6,Spring,18.45,76.43,1.73,292.58,13,0.23,13.55
55:35.6,Spring,10.93,75.06,11.67,961.09,6,0.14,11.47
55:35.6,Spring,19.45,57.12,5.72,518.88,24,0.13,8.01
55:35.6,Spring,12.75,30.12,4.14,184.65,8,0.09,4.99
55:35.6,Spring,18.35,63.14,1.58,594.92,5,0.05,13.65
55:35.6,Spring,13.34,59.49,11.75,545.37,5,0.15,13.06
55:35.6,Spring,11.36,41.17,4.83,703.05,17,0.07,13.59
55:35.6,Spring,11.23,40.95,6.51,191.27,22,0.11,10.05
55:35.6,Spring,17.93,50.16,0.54,167.79,18,0.08,11.46
55:35.6,Spring,14.07,43.37,14.84,909.8,19,0.09,10.75
55:35.6,Spring,19.77,48.3,18.97,92.45,28,0.06,9.71
55:35.6,Spring,19.13,36.32,9.38,589.98,10,0.08,8.33
55:35.6,Spring,15.97,67.19,9.8,294.61,166,0.29,14.84
55:35.6,Spring,17.05,67.08,1.92,43.31,97,0.12,14.4
55:35.6,Spring,15.09,45.27,8.66,715.81,99,0.1,5.87
55:35.6,Spring,10.76,69.31,7.34,859.01,67,0.15,9.55
55:35.6,Spring,19.15,59.23,7.41,816.65,84,0.11,9.27
55:35.6,Spring,17.77,71.64,17.96,705.59,117,0.21,15.27
55:35.6,Spring,14.96,50.76,14.25,723.08,193,0.17,16.39
55:35.6,Spring,17.27,74.38,11.86,132.87,100,0.26,9.06
55:35.6,Spring,18.74,54.01,17.27,326.33,70,0.21,8.16
55:35.6,Spring,19.49,36.27,12.91,639.28,96,0.25,12.87
55:35.6,Spring,16.96,70.42,15.63,500.88,154,0.16,8.36
55:35.6,Spring,11.3,68.31,1.83,402.6,7,0.19,8.23
55:35.6,Spring,15.15,58.96,9.08,788.39,25,0.18,8.98
55:35.6,Spring,13.21,34.68,10.65,183.6,25,0.06,7.06
55:35.6,Spring,15.55,33.95,7.79,189.57,10,0.09,8.7
55:35.6,Spring,19.26,40.97,9.96,139.14,12,0.14,10.17
55:35.6,Spring,16.22,54.13,16.13,232.38,13,0.07,14.27
55:35.6,Spring,19.66,70.2,1.19,471.21,30,0.1,14.71
55:35.6,Spring,13.91,51.9,6.44,525.49,9,0.14,6.11
55:35.6,Spring,14.61,54.28,15.66,369.55,30,0.07,10.85
55:35.6,Spring,11.56,40.58,8.27,782.7,11,0.08,6.62
55:35.6,Spring,16.32,70.39,1.86,911.53,9,0.07,7.96
55:35.6,Spring,17.77,77.82,6.72,754.35,21,0.07,6.05
55:35.6,Spring,19.89,73.86,11.58,780.07,15,0.05,11.68
55:35.6,Spring,17.79,53.61,10.87,528.4,165,0.22,12
55:35.6,Spring,17.6,61.89,4.82,61.42,154,0.11,8.82
55:35.6,Spring,10.41,63.64,4.77,988.1,121,0.17,12.74
55:35.6,Spring,14.02,34.49,7.29,808.02,88,0.18,14.67
55:35.6,Spring,13.98,67.38,10.65,269.47,145,0.29,13.54
55:35.6,Spring,11.67,52.67,18.78,812.04,54,0.29,8.86
55:35.6,Spring,15.89,56.08,13.31,912.07,124,0.22,8.9
55:35.6,Spring,13.98,35.96,14.83,815.33,123,0.17,15.38
55:35.6,Spring,12.18,33.07,0.93,216.03,95,0.13,9.16
55:35.6,Spring,12.93,30.61,0.65,371.53,150,0.3,10.06
55:35.6,Spring,10.98,71.87,13.61,611.85,58,0.17,13.17
55:35.6,Spring,11.69,68.39,15.77,970.65,18,0.21,5.96
55:35.6,Spring,13.86,42.86,0.93,715.74,12,0.16,4.86
55:35.6,Spring,18.98,59.23,11.32,544.09,8,0.12,10.64
55:35.6,Spring,11.3,41.1,10.89,212.65,25,0.09,8.31
55:35.6,Spring,12.84,34.79,10.92,594.21,10,0.14,8.31
55:35.6,Spring,19.99,42.36,0.18,760.52,19,0.14,8.01
55:35.6,Spring,11.71,34.29,18.11,190.39,28,0.12,15.22
55:35.6,Spring,19.23,72.49,6.87,740.74,40,0.09,5.95
55:35.6,Spring,12.28,43.17,19.52,982.89,20,0.11,11.94
55:35.6,Spring,18.08,75.89,19.96,552.21,43,0.08,13.61
55:35.6,Spring,18.48,66.87,7.43,162.05,9,0.15,12.06
55:35.6,Spring,12.38,52.11,6,19.55,24,0.14,6.54
55:35.6,Spring,17.45,77.57,13.33,649.43,30,0.06,13.47
55:35.6,Spring,16.37,75.15,11.19,947.73,47,0.19,8.16
55:35.6,Spring,15.12,50.55,16.02,920.43,49,0.24,11.85
55:35.6,Spring,10.35,76.52,1.69,384.11,47,0.27,8.58
55:35.6,Spring,16.22,63.08,19.51,88.68,22,0.14,8.48
55:35.6,Spring,16.96,38.11,12.23,437.09,22,0.22,10.14
55:35.6,Spring,19.73,47.31,16.42,68.26,17,0.21,14.42
55:35.6,Spring,17.12,37.33,8.23,994.5,10,0.26,5.6
55:35.6,Spring,11.65,60.66,9.95,419.79,13,0.11,13
55:35.6,Spring,19.29,79.88,13.65,713.35,48,0.11,14.04
55:35.6,Spring,12.31,60.61,5.71,561.41,13,0.24,13.81
55:35.6,Spring,18.12,58.56,1.43,524.23,15,0.14,12.35
55:35.6,Spring,17.54,75.44,5.22,742.69,49,0.17,9.46
55:35.6,Spring,18.1,50.09,8.35,237.16,47,0.22,15.52
55:35.6,Spring,11.63,61.63,7.59,845.93,27,0.1,13.29
55:35.6,Spring,13.93,55.26,10.53,746.5,12,0.1,13.54
55:35.6,Spring,15.34,33.51,17.04,935.14,22,0.08,8.99
55:35.6,Spring,14.05,60.44,8.75,917.89,5,0.08,4.84
55:35.6,Spring,10.29,47.21,16.55,544.79,44,0.07,5.17
55:35.6,Spring,17.63,64.27,4.77,331.2,15,0.05,12.48
55:35.6,Spring,10.38,47.4,17.05,843.87,14,0.06,8.72
55:35.6,Spring,12.41,46.79,0.76,905.59,46,0.09,6.46
55:35.6,Spring,19.11,32.5,17.74,653.87,12,0.12,8.66
55:35.6,Spring,15.32,54.47,4.52,350.4,40,0.07,9.73
55:35.6,Spring,11.7,48.44,15.5,159.1,9,0.07,10.55
55:35.6,Spring,12.85,74.47,19.08,219.46,30,0.24,6.11
55:35.6,Spring,19.97,55.59,15.94,735.08,12,0.14,13.59
55:35.6,Spring,19.26,54.83,9.21,348.64,10,0.14,9.98
55:35.6,Spring,12.64,74.79,6.53,449.59,9,0.25,10.1
55:35.6,Spring,18.93,38.57,14.95,98.63,7,0.24,11.58
55:35.6,Spring,17.01,66.45,16.19,393.66,34,0.11,10.25
55:35.6,Spring,18.37,36.62,9.27,791.7,5,0.29,4.84
55:35.6,Spring,15,74.31,19.45,489.28,13,0.24,11.67
55:35.6,Spring,18.28,45.48,16.76,445.39,48,0.19,9.73
55:35.6,Spring,12.32,72.51,1.53,814.16,25,0.18,5.8
55:35.6,Spring,16.78,46.08,8.45,177.4,25,0.15,12.83
55:35.6,Spring,12.69,45.48,1.9,578.65,44,0.19,11.39
55:35.6,Spring,14.54,58.49,11.62,866.19,50,0.24,13.09
55:35.6,Spring,15.79,40.2,16.88,510.74,17,0.08,7.49
55:35.6,Spring,16.07,67.06,19.5,310.29,24,0.09,13.26
55:35.6,Spring,13.97,37.74,2.64,734.81,11,0.09,12.1
55:35.6,Spring,18.25,74.95,18.11,847.79,8,0.14,7.88
55:35.6,Spring,10.29,58.53,11.21,265.48,29,0.11,9.18
55:35.6,Spring,15.72,72.7,13.26,222.98,23,0.11,11.72
55:35.6,Spring,13.84,43,0.15,374.35,8,0.09,10.16
55:35.6,Spring,15.02,37.21,7.99,986.72,12,0.1,4.04
55:35.6,Spring,14.26,42.88,15.8,957.7,21,0.15,9.18
55:35.6,Spring,18,43.11,1.01,489.31,5,0.11,10.7
55:35.6,Spring,13.87,58.52,13.5,351.54,14,0.06,9.94
55:35.6,Spring,14.42,49.43,14.73,372.51,104,0.14,7.16
55:35.6,Spring,11.16,55.93,5.2,929.28,80,0.12,7.34
55:35.6,Spring,15.54,46.08,2.34,317.64,59,0.25,10.6
55:35.6,Spring,10.78,50.43,16.01,345.19,191,0.24,15.81
55:35.6,Spring,10.26,47.61,4.84,36.09,144,0.15,11.19
55:35.6,Spring,11.25,40.46,7.64,513.87,143,0.25,16.79
55:35.6,Spring,19.34,52.71,6.35,48.36,154,0.18,14.61
55:35.6,Spring,11.29,77.28,9.88,850.52,146,0.24,6.67
55:35.6,Spring,16.88,54.59,10.42,444.14,176,0.15,17.04
55:35.6,Spring,19.12,75.21,6.52,744.8,113,0.12,7.88
55:35.6,Spring,16.53,46.62,6.22,445.06,169,0.27,15.78
55:35.6,Spring,17.16,57.63,17.34,46.59,19,0.19,13.67
55:35.6,Spring,13.47,79.22,9.34,692.82,22,0.18,9.88
55:35.6,Spring,17.13,41.82,0.72,133.02,8,0.05,13.83
55:35.6,Spring,18.22,67.93,16.92,979.79,24,0.12,4.88
55:35.6,Spring,14.4,73.18,19.66,271.67,10,0.08,14.01
55:35.6,Spring,10.76,65.54,3.47,332.04,18,0.1,11.55
55:35.6,Spring,17.21,41.28,18.89,895.41,9,0.07,6.15
55:35.6,Spring,14.96,33.7,7.15,223.04,17,0.13,13.13
55:35.6,Spring,18.08,56.95,12.3,999.93,30,0.12,12.27
55:35.6,Spring,11.24,75.84,19.2,610.15,26,0.15,5.8
55:35.6,Spring,17.66,34.39,2.45,367.96,25,0.08,5.96
55:35.6,Spring,16.51,54.84,13.71,204.66,19,0.05,11.55
55:35.6,Spring,16.39,69.74,19.16,224.51,6,0.15,11.26
55:35.6,Spring,10.45,43.52,7.49,909.69,178,0.1,12.83
55:35.6,Spring,18.28,30.79,4.7,304.03,199,0.14,10.5
55:35.6,Spring,16.26,53.73,13.5,830.73,178,0.28,16.39
55:35.6,Spring,12.7,32.72,14.93,125.06,148,0.3,10.57
55:35.6,Spring,17.22,53.75,6.67,160.91,72,0.18,15.18
55:35.6,Spring,11.25,39.95,9.63,618.51,127,0.17,7.86
55:35.6,Spring,10.9,52.35,14.38,605.14,176,0.14,7.42
55:35.6,Spring,11.51,59.72,9.98,515.04,107,0.19,8.56
55:35.6,Spring,11.05,48.85,10.27,473.1,91,0.3,8.77
55:35.6,Spring,12.14,68.82,9.75,87.17,183,0.25,16.49
55:35.6,Spring,10.52,69.24,4.7,467.61,162,0.24,17.26
55:35.6,Spring,18.59,58.27,6.3,706.6,29,0.23,7.44
55:35.6,Spring,15.52,61.95,11.69,850.01,18,0.25,3.84
55:35.6,Spring,19.9,77,19.73,955.87,28,0.08,13.21
55:35.6,Spring,11.83,73.22,0.09,759.08,12,0.11,13.67
55:35.6,Spring,11.36,66.39,8.68,362.45,30,0.07,6.7
55:35.6,Spring,11.07,69.28,17.03,883.47,19,0.07,5.6
55:35.6,Spring,15.94,32.92,3.74,561.6,30,0.06,10.92
55:35.6,Spring,16.33,39.22,10.93,749.56,12,0.13,12.32
55:35.6,Spring,13.35,59.13,5.34,243.89,8,0.13,5.33
55:35.6,Spring,19.28,54.17,11.43,769.85,23,0.06,9.95
55:35.6,Spring,10.61,52.25,9.32,976.01,30,0.14,11.77
55:35.6,Spring,17.13,78.54,4.28,222.21,17,0.14,13.67
55:35.6,Spring,10.72,72.62,17.82,508.75,12,0.1,6.3
55:35.6,Spring,19.56,32.89,13.04,289.58,109,0.19,11.28
55:35.6,Spring,15.78,70.04,7.89,37.46,91,0.25,9.29
55:35.6,Spring,16.78,65.17,13.27,543.61,63,0.2,5.36
55:35.6,Spring,11.54,61.62,16.97,692.52,170,0.22,16.6
55:35.6,Spring,12.2,57.34,3.16,121.37,173,0.25,11.51
55:35.6,Spring,10.82,49.86,0.68,973.15,117,0.25,7.35
55:35.6,Spring,14.11,35.76,12.5,426.96,141,0.13,12.27
55:35.6,Spring,17.54,40.18,7.2,215.01,157,0.25,11.08
55:35.6,Spring,17.52,36.69,18.91,727.41,60,0.19,13.29
55:35.6,Spring,19.61,53.67,8.54,440.38,53,0.2,12.28
55:35.6,Spring,16.95,70.11,6.2,784.35,117,0.1,12.25
55:35.6,Spring,19.12,43.86,8.17,387.01,9,0.29,7.96
55:35.6,Spring,17.17,35.87,19.65,933.8,20,0.15,7.92
55:35.6,Spring,18.02,76.35,5.14,833.26,10,0.08,8.17
55:35.6,Spring,17.45,74.33,16.33,564.58,11,0.06,12.52
55:35.6,Spring,15.44,45.48,6.08,828.12,16,0.06,4.63
55:35.6,Spring,12.71,31.16,13.4,99.13,25,0.12,7.61
55:35.6,Spring,11.33,43.54,18.63,253.63,27,0.13,7.22
55:35.6,Spring,17.1,49.28,4.62,12.49,7,0.11,5.98
55:35.6,Spring,13.83,50.8,1.75,352.36,19,0.07,8.91
55:35.6,Spring,11.02,40.31,10.8,548.37,24,0.07,11.66
55:35.6,Spring,17.59,33.28,18.88,624.94,18,0.14,7.53
55:35.6,Spring,12.8,33.05,7.43,602.29,27,0.11,8.09
55:35.6,Spring,19.59,33.09,0.87,663.26,25,0.06,7.26
55:35.6,Spring,17.99,76.42,5.52,985.66,127,0.11,7.76
55:35.6,Spring,16.12,68.13,5.13,913.32,128,0.24,13.69
55:35.6,Spring,17.01,69.27,10.96,669.5,77,0.29,14.84
55:35.6,Spring,10.82,52.92,6.5,498.99,73,0.22,13.48
55:35.6,Spring,13.04,63.71,8.28,89.25,90,0.28,13.49
55:35.6,Spring,13.33,68.13,16.09,943.48,124,0.28,6.84
55:35.6,Spring,19.82,38.15,14.63,777.96,94,0.11,8.88
55:35.6,Spring,13.53,69.97,17.06,899.94,177,0.3,15.14
55:35.6,Spring,12.87,49.5,1.06,942.17,124,0.27,7.12
55:35.6,Spring,11.21,68.69,9.51,546.36,187,0.19,16.67
55:35.6,Spring,19.87,61.09,5.86,73.92,135,0.3,13.25
55:35.6,Spring,17.81,73.47,8.36,717.12,10,0.11,6.48
55:35.6,Spring,13.18,66.23,7.14,993.3,23,0.18,8.81
55:35.6,Spring,16.95,59.34,1.34,546.51,25,0.08,12.52
55:35.6,Spring,19.63,50.04,7.43,977.31,15,0.15,6.26
55:35.6,Spring,13.66,45.48,4.83,3.15,16,0.15,10.41
55:35.6,Spring,10.26,30.76,15.36,781.05,25,0.12,9.5
55:35.6,Spring,19.2,70.19,11.24,870.78,21,0.1,9.43
55:35.6,Spring,15.74,63,5.31,2.63,27,0.08,14.59
55:35.6,Spring,14.98,48.3,5.89,70.65,12,0.1,15.02
55:35.6,Spring,10.51,35.86,7.92,48.24,16,0.08,12.54
55:35.6,Spring,18.3,45.77,15.73,769.78,29,0.07,7.05
55:35.6,Spring,14.39,30.79,15.08,782.32,10,0.05,11.39
55:35.6,Spring,11.6,36.9,4.19,386.79,8,0.1,14
55:35.6,Spring,16.74,76.22,2.26,567.89,58,0.17,9.04
55:35.6,Spring,16.49,70.96,16.69,847.5,141,0.22,6.55
55:35.6,Spring,15.82,38.32,9.28,949.46,144,0.19,13.86
55:35.6,Spring,17.61,65.36,18.81,609.89,128,0.21,13.23
55:35.6,Spring,12.45,32.63,15.76,349.17,164,0.23,8.53
55:35.6,Spring,10.95,71.72,0.36,790.91,90,0.23,14.24
55:35.6,Spring,19.61,49.3,14.95,308.58,103,0.17,15
55:35.6,Spring,11.2,78.12,14.21,75.9,171,0.16,12.42
55:35.6,Spring,10.18,45.13,14.93,484.83,138,0.17,8.93
55:35.6,Spring,17.99,65,14.04,150.08,122,0.29,17.12
55:35.6,Spring,13.52,62.86,6.91,631.9,68,0.11,11.09
55:35.6,Spring,13.76,71.35,8.91,666.27,13,0.15,8.45
55:35.6,Spring,14.48,37.99,9.78,99.55,19,0.14,5.64
55:35.6,Spring,15.87,57.83,14.43,612.13,29,0.09,8.25
55:35.6,Spring,18.6,55.55,12.95,834.41,28,0.12,12.37
55:35.6,Spring,16.24,65.72,14.37,774.8,14,0.12,9.77
55:35.6,Spring,17.56,42.68,13.22,401.69,25,0.14,11.64
55:35.6,Spring,19.5,49.94,17.75,230.17,39,0.1,5.72
55:35.6,Spring,14.79,59.19,15.19,720.42,45,0.14,8.76
55:35.6,Spring,11.69,57.12,7.07,866.52,36,0.08,10.83
55:35.6,Spring,16.05,40.7,17.6,920.9,35,0.06,8.24
55:35.6,Spring,18.32,63.73,6,775.52,17,0.09,13.21
55:35.6,Spring,18.04,78.62,18.74,949.16,47,0.05,10.95
55:35.6,Spring,19.76,77.69,0.99,353.75,22,0.06,5.74
55:35.6,Spring,17.35,47.66,7.17,818.32,48,0.17,6.67
55:35.6,Spring,10.44,37.57,11.82,72.28,45,0.22,10.92
55:35.6,Spring,14.63,44.5,10.2,167.09,16,0.27,11.83
55:35.6,Spring,13.95,33.97,16.75,51.07,20,0.27,11.47
55:35.6,Spring,19.4,32.37,18.7,911.21,19,0.15,10.28
55:35.6,Spring,12.18,67.01,16.87,762.76,34,0.11,9.14
55:35.6,Spring,11.86,34.19,16.48,310.11,34,0.2,7.93
55:35.6,Spring,15.82,77.63,19.23,908.69,19,0.27,13.03
55:35.6,Spring,19.54,43.59,13.58,191.75,10,0.18,8.79
55:35.6,Spring,18.19,46.45,15.05,959.84,34,0.28,11.54
55:35.6,Spring,18.09,68.71,19.9,895.51,8,0.13,3.94
55:35.6,Spring,14.33,58.38,12.55,296.88,33,0.23,6.37
55:35.6,Spring,16.3,49.68,16.68,569.56,22,0.26,6.14
55:35.6,Spring,11.51,64.66,19.78,797.18,39,0.07,10.38
55:35.6,Spring,16.73,57.64,13.11,650.75,39,0.07,9.46
55:35.6,Spring,18.39,33.15,8.59,837.76,50,0.12,14.03
55:35.6,Spring,13.84,46.46,5.21,999.51,26,0.12,12.91
55:35.6,Spring,12.76,54,7.67,907.02,6,0.07,8.48
55:35.6,Spring,12.05,76.58,11.31,948.03,42,0.14,5.71
55:35.6,Spring,13.46,64.29,16.15,685.4,48,0.14,7.95
55:35.6,Spring,17.62,69.06,5.4,401.19,32,0.08,11.14
55:35.6,Spring,17.41,69.78,9.8,883.88,50,0.09,10.81
55:35.6,Spring,10.05,38.31,17.89,899.22,21,0.09,4.13
55:35.6,Spring,16.44,46.13,8.61,33.49,35,0.06,12.97
55:35.6,Spring,12.08,77.97,11.77,697.17,13,0.24,9.01
55:35.6,Spring,17.32,67.86,13.45,698.97,39,0.2,10.88
55:35.6,Spring,15.41,67.42,2.48,518.41,20,0.11,8.9
55:35.6,Spring,17.89,73.63,12.13,883.04,7,0.26,9.9
55:35.6,Spring,14.57,58.86,3.88,224.71,41,0.19,15.44
55:35.6,Spring,17.64,68.82,3.92,132.92,13,0.27,8.15
55:35.6,Spring,14.54,39.74,1.04,809.56,23,0.11,5.37
55:35.6,Spring,13.22,61.07,7.43,577.51,11,0.23,4.95
55:35.6,Spring,13.95,70.08,17.25,503.87,15,0.13,9.31
55:35.6,Spring,11.89,66.55,1.44,76.52,27,0.23,11.52
55:35.6,Spring,18.16,36.3,17.65,715.03,9,0.12,5.49
55:35.6,Spring,14.28,50.81,12.11,115.45,8,0.27,8.75
55:35.6,Spring,12.91,40.49,11.95,422.88,41,0.26,6.08
55:35.6,Spring,16.94,79.73,14.29,868.78,41,0.09,10.14
55:35.6,Spring,10.45,43.4,3.83,588.21,47,0.1,12.3
55:35.6,Spring,11.61,53.77,3.04,784.87,46,0.07,10.26
55:35.6,Spring,13.86,43.51,3.54,339.31,25,0.14,11.54
55:35.6,Spring,19.53,71.19,3.93,298.56,25,0.13,5.02
55:35.6,Spring,10.52,34.54,8.51,337.05,27,0.09,7.36
55:35.6,Spring,12.54,60.38,16.38,357.98,17,0.06,10.61
55:35.6,Spring,18.41,66.41,7.35,501.06,11,0.15,11.03
55:35.6,Spring,16.21,43.01,12.78,148.08,8,0.12,6.07
55:35.6,Spring,15.97,70.8,11.07,727.59,12,0.14,5.23
55:35.6,Spring,11.16,68.09,8.6,402.38,18,0.09,5.77
55:35.6,Spring,19.81,40.38,9.16,477.05,64,0.2,12.71
55:35.6,Spring,17.94,31.61,6.44,90.5,181,0.12,14.57
55:35.6,Spring,11.01,38.26,4.65,940.81,117,0.2,15.16
55:35.6,Spring,16.47,41.33,12.09,983.81,194,0.23,9.5
55:35.6,Spring,13.75,54.07,10.84,393.38,113,0.25,12.86
55:35.6,Spring,14.02,72.78,2.31,173.94,149,0.14,17.71
55:35.6,Spring,11.74,79.4,3.46,397.81,59,0.17,12.41
55:35.6,Spring,11.39,53.54,18.17,605.27,74,0.22,8.39
55:35.6,Spring,11.83,74.45,3.71,606.54,102,0.3,6.65
55:35.6,Spring,11.98,55.38,11.86,124.03,150,0.1,16.31
55:35.6,Spring,15.55,74.87,7.93,638.69,59,0.21,8.12
55:35.6,Spring,19.34,39.04,5.82,320.56,12,0.19,8.93
55:35.6,Spring,13.68,62.83,0.12,761.23,12,0.18,11.25
55:35.6,Spring,10.3,33.93,13.91,824.53,25,0.05,6.87
55:35.6,Spring,15.9,34.63,17.3,228.73,27,0.07,12.65
55:35.6,Spring,16.73,64.75,8.23,499.37,10,0.15,8.12
55:35.6,Spring,18.36,44.99,17.77,983.28,22,0.13,7.33
55:35.6,Spring,15.94,45.66,8.22,329.32,18,0.08,7.18
55:35.6,Spring,18.51,50.53,11.77,585.87,8,0.1,11.07
55:35.6,Spring,14.79,59.44,7.67,552.35,23,0.13,5.65
55:35.6,Spring,13.43,65.64,18.61,268.15,17,0.12,10.55
55:35.6,Spring,10.97,55.63,8.52,428.2,5,0.11,10.33
55:35.6,Spring,13.63,42.65,19.12,966.03,21,0.14,10.93
55:35.6,Spring,18.85,57.19,0.01,686.72,20,0.1,6.56
55:35.6,Spring,10.75,67.94,16.79,494.03,173,0.18,9.29
55:35.6,Spring,11.01,69.8,7.77,465.07,60,0.23,7.76
55:35.6,Spring,14.78,67.82,0.37,461.18,161,0.29,14.96
55:35.6,Spring,14.05,43.08,10.63,636.29,92,0.3,11.06
55:35.6,Spring,17.68,63.31,15.77,306.22,98,0.27,7.29
55:35.6,Spring,12.8,48.69,16.68,707.69,191,0.26,13.37
55:35.6,Spring,12.87,37.82,2.41,851.03,145,0.23,13.76
55:35.6,Spring,15.17,52.51,10.84,814.65,132,0.16,10.54
55:35.6,Spring,19.26,45.82,2.61,787.85,115,0.16,9.39
55:35.6,Spring,13.32,30.8,5.17,170.31,119,0.12,10.96
55:35.6,Spring,11.64,78.17,10,193.6,183,0.16,9.58
55:35.6,Spring,10.55,37.54,5.38,872.33,6,0.12,6.45
55:35.6,Spring,15.98,47.69,16.5,49.75,22,0.21,9.9
55:35.6,Spring,14.92,53.27,5.62,96.86,6,0.09,10.54
55:35.6,Spring,13.77,45.25,9.93,560.62,14,0.06,4.92
55:35.6,Spring,13.03,46.84,10.93,273.8,28,0.12,10.22
55:35.6,Spring,12.71,46.24,10.77,859.9,24,0.11,9.08
55:35.6,Spring,17.88,61.27,5.44,174.47,19,0.06,7.96
